uid,floor,chamber,half,ch1,ch2,ch3,ch4,start_at
98a167a877ef11ee875e28c2dd2980ba,11,11-1,11-1-1,Zhongli,Neuvillette,Venti,Ganyu,2023-10-22 03:21:27+00:00
98a167a877ef11ee875e28c2dd2980ba,11,11-1,11-1-2,Hu Tao,Xingqiu,Yelan,Fischl,2023-10-22 03:22:12+00:00
98a167a877ef11ee875e28c2dd2980ba,11,11-2,11-2-1,Zhongli,Neuvillette,Venti,Ganyu,2023-10-22 03:22:40+00:00
98a167a877ef11ee875e28c2dd2980ba,11,11-2,11-2-2,Hu Tao,Xingqiu,Yelan,Fischl,2023-10-22 03:23:22+00:00
98a167a877ef11ee875e28c2dd2980ba,11,11-3,11-3-1,Zhongli,Neuvillette,Venti,Ganyu,2023-10-22 03:24:01+00:00
98a167a877ef11ee875e28c2dd2980ba,11,11-3,11-3-2,Hu Tao,Xingqiu,Yelan,Fischl,2023-10-22 03:24:39+00:00
98a167a877ef11ee875e28c2dd2980ba,12,12-1,12-1-1,Neuvillette,Kaedehara Kazuha,Xiangling,Bennett,2023-10-22 03:28:56+00:00
98a167a877ef11ee875e28c2dd2980ba,12,12-1,12-1-2,Hu Tao,Yelan,Xingqiu,Zhongli,2023-10-22 03:30:46+00:00
98a167a877ef11ee875e28c2dd2980ba,12,12-2,12-2-1,Neuvillette,Kaedehara Kazuha,Xiangling,Bennett,2023-10-22 03:32:43+00:00
98a167a877ef11ee875e28c2dd2980ba,12,12-2,12-2-2,Hu Tao,Yelan,Xingqiu,Zhongli,2023-10-22 03:33:25+00:00
98a167a877ef11ee875e28c2dd2980ba,12,12-3,12-3-1,Neuvillette,Kaedehara Kazuha,Xiangling,Bennett,2023-10-22 03:34:02+00:00
98a167a877ef11ee875e28c2dd2980ba,12,12-3,12-3-2,Hu Tao,Yelan,Xingqiu,Zhongli,2023-10-22 03:34:56+00:00
98a167a977ef11eeba2a28c2dd2980ba,11,11-1,11-1-1,Zhongli,Neuvillette,,,2023-10-19 23:54:09+00:00
98a167a977ef11eeba2a28c2dd2980ba,11,11-1,11-1-2,Bennett,Xiangling,,,2023-10-19 23:55:05+00:00
98a167a977ef11eeba2a28c2dd2980ba,11,11-2,11-2-1,Zhongli,Neuvillette,,,2023-10-19 23:56:20+00:00
98a167a977ef11eeba2a28c2dd2980ba,11,11-2,11-2-2,Bennett,Xiangling,,,2023-10-19 23:57:10+00:00
98a167a977ef11eeba2a28c2dd2980ba,11,11-3,11-3-1,Zhongli,Neuvillette,,,2023-10-20 00:10:18+00:00
98a167a977ef11eeba2a28c2dd2980ba,11,11-3,11-3-2,Bennett,Xiangling,,,2023-10-20 00:11:07+00:00
98a167a977ef11eeba2a28c2dd2980ba,12,12-1,12-1-1,Nahida,Xingqiu,Kuki Shinobu,Yelan,2023-10-28 19:58:20+00:00
98a167a977ef11eeba2a28c2dd2980ba,12,12-1,12-1-2,Zhongli,Neuvillette,Kaedehara Kazuha,Fischl,2023-10-28 19:59:42+00:00
98a167a977ef11eeba2a28c2dd2980ba,12,12-2,12-2-1,Nahida,Xingqiu,Kuki Shinobu,Yelan,2023-10-28 20:01:06+00:00
98a167a977ef11eeba2a28c2dd2980ba,12,12-2,12-2-2,Zhongli,Neuvillette,Kaedehara Kazuha,Fischl,2023-10-28 20:02:11+00:00
98a167a977ef11eeba2a28c2dd2980ba,12,12-3,12-3-1,Nahida,Xingqiu,Kuki Shinobu,Yelan,2023-10-28 20:03:32+00:00
98a167a977ef11eeba2a28c2dd2980ba,12,12-3,12-3-2,Zhongli,Neuvillette,Kaedehara Kazuha,Fischl,2023-10-28 20:04:58+00:00
98a167aa77ef11eea15b28c2dd2980ba,11,11-1,11-1-1,Arataki Itto,Zhongli,Gorou,Sucrose,2023-10-16 15:53:53+00:00
98a167aa77ef11eea15b28c2dd2980ba,11,11-1,11-1-2,Diluc,Bennett,Kaedehara Kazuha,Xiangling,2023-10-16 15:55:18+00:00
98a167aa77ef11eea15b28c2dd2980ba,11,11-2,11-2-1,Arataki Itto,Zhongli,Gorou,Sucrose,2023-10-16 15:56:05+00:00
98a167aa77ef11eea15b28c2dd2980ba,11,11-2,11-2-2,Diluc,Bennett,Kaedehara Kazuha,Xiangling,2023-10-16 15:57:36+00:00
98a167aa77ef11eea15b28c2dd2980ba,11,11-3,11-3-1,Arataki Itto,Zhongli,Gorou,Sucrose,2023-10-16 15:58:34+00:00
98a167aa77ef11eea15b28c2dd2980ba,11,11-3,11-3-2,Diluc,Bennett,Kaedehara Kazuha,Xiangling,2023-10-16 16:00:17+00:00
98a167aa77ef11eea15b28c2dd2980ba,12,12-1,12-1-1,Eula,Bennett,Raiden Shogun,Rosaria,2023-10-18 20:18:56+00:00
98a167aa77ef11eea15b28c2dd2980ba,12,12-1,12-1-2,Kuki Shinobu,Xingqiu,Yelan,Nahida,2023-10-18 20:20:10+00:00
98a167aa77ef11eea15b28c2dd2980ba,12,12-2,12-2-1,Eula,Bennett,Raiden Shogun,Rosaria,2023-10-18 20:21:51+00:00
98a167aa77ef11eea15b28c2dd2980ba,12,12-2,12-2-2,Kuki Shinobu,Xingqiu,Yelan,Nahida,2023-10-18 20:23:07+00:00
98a167aa77ef11eea15b28c2dd2980ba,12,12-3,12-3-1,Eula,Bennett,Raiden Shogun,Rosaria,2023-10-18 20:24:01+00:00
98a167aa77ef11eea15b28c2dd2980ba,12,12-3,12-3-2,Kuki Shinobu,Xingqiu,Yelan,Nahida,2023-10-18 20:25:17+00:00
98a167ab77ef11eea00828c2dd2980ba,11,11-1,11-1-1,Gorou,Noelle,Yun Jin,Candace,2023-10-21 17:57:35+00:00
98a167ab77ef11eea00828c2dd2980ba,11,11-1,11-1-2,Rosaria,Alhaitham,Thoma,Baizhu,2023-10-21 17:59:01+00:00
98a167ab77ef11eea00828c2dd2980ba,11,11-2,11-2-1,Gorou,Noelle,Yun Jin,Candace,2023-10-21 18:00:09+00:00
98a167ab77ef11eea00828c2dd2980ba,11,11-2,11-2-2,Rosaria,Alhaitham,Thoma,Baizhu,2023-10-21 18:01:46+00:00
98a167ab77ef11eea00828c2dd2980ba,11,11-3,11-3-1,Gorou,Noelle,Yun Jin,Candace,2023-10-21 18:06:28+00:00
98a167ab77ef11eea00828c2dd2980ba,11,11-3,11-3-2,Rosaria,Alhaitham,Thoma,Baizhu,2023-10-21 18:07:49+00:00
98a167ab77ef11eea00828c2dd2980ba,12,12-1,12-1-1,Zhongli,Arataki Itto,Albedo,Ningguang,2023-10-21 18:12:35+00:00
98a167ab77ef11eea00828c2dd2980ba,12,12-1,12-1-2,Gorou,Noelle,Yun Jin,Candace,2023-10-21 18:14:19+00:00
98a167ab77ef11eea00828c2dd2980ba,12,12-2,12-2-1,Zhongli,Arataki Itto,Albedo,Ningguang,2023-10-21 18:16:08+00:00
98a167ab77ef11eea00828c2dd2980ba,12,12-2,12-2-2,Gorou,Noelle,Yun Jin,Candace,2023-10-21 18:17:36+00:00
98a167ab77ef11eea00828c2dd2980ba,12,12-3,12-3-1,Zhongli,Arataki Itto,Albedo,Ningguang,2023-10-21 18:50:52+00:00
98a167ab77ef11eea00828c2dd2980ba,12,12-3,12-3-2,Gorou,Noelle,Fischl,Rosaria,2023-10-21 18:52:22+00:00
98a167ac77ef11eea14e28c2dd2980ba,11,11-1,11-1-1,Yelan,Hu Tao,Nahida,Xingqiu,2023-10-16 16:47:43+00:00
98a167ac77ef11eea14e28c2dd2980ba,11,11-1,11-1-2,Yae Miko,Alhaitham,Zhongli,Kuki Shinobu,2023-10-16 16:48:38+00:00
98a167ac77ef11eea14e28c2dd2980ba,11,11-2,11-2-1,Yelan,Hu Tao,Nahida,Xingqiu,2023-10-16 16:49:24+00:00
98a167ac77ef11eea14e28c2dd2980ba,11,11-2,11-2-2,Yae Miko,Alhaitham,Zhongli,Kuki Shinobu,2023-10-16 16:50:43+00:00
98a167ac77ef11eea14e28c2dd2980ba,11,11-3,11-3-1,Yelan,Hu Tao,Nahida,Xingqiu,2023-10-16 16:51:42+00:00
98a167ac77ef11eea14e28c2dd2980ba,11,11-3,11-3-2,Yae Miko,Alhaitham,Zhongli,Kuki Shinobu,2023-10-16 16:52:48+00:00
98a167ac77ef11eea14e28c2dd2980ba,12,12-1,12-1-1,Yae Miko,Alhaitham,Zhongli,Kuki Shinobu,2023-10-16 16:55:12+00:00
98a167ac77ef11eea14e28c2dd2980ba,12,12-1,12-1-2,Yelan,Hu Tao,Nahida,Xingqiu,2023-10-16 16:57:06+00:00
98a167ac77ef11eea14e28c2dd2980ba,12,12-2,12-2-1,Yae Miko,Alhaitham,Zhongli,Kuki Shinobu,2023-10-16 16:58:27+00:00
98a167ac77ef11eea14e28c2dd2980ba,12,12-2,12-2-2,Yelan,Hu Tao,Nahida,Xingqiu,2023-10-16 16:59:40+00:00
98a167ac77ef11eea14e28c2dd2980ba,12,12-3,12-3-1,Yae Miko,Alhaitham,Zhongli,Kuki Shinobu,2023-10-16 17:00:52+00:00
98a167ac77ef11eea14e28c2dd2980ba,12,12-3,12-3-2,Yelan,Hu Tao,Nahida,Xingqiu,2023-10-16 17:02:54+00:00
98a167ad77ef11eeb55f28c2dd2980ba,11,11-1,11-1-1,Kaedehara Kazuha,Wriothesley,Kaeya,Xingqiu,2023-10-18 10:29:10+00:00
98a167ad77ef11eeb55f28c2dd2980ba,11,11-1,11-1-2,Zhongli,Arataki Itto,Albedo,Gorou,2023-10-18 10:30:15+00:00
98a167ad77ef11eeb55f28c2dd2980ba,11,11-2,11-2-1,Kaedehara Kazuha,Wriothesley,Kaeya,Xingqiu,2023-10-18 10:31:05+00:00
98a167ad77ef11eeb55f28c2dd2980ba,11,11-2,11-2-2,Zhongli,Arataki Itto,Albedo,Gorou,2023-10-18 10:32:33+00:00
98a167ad77ef11eeb55f28c2dd2980ba,11,11-3,11-3-1,Kaedehara Kazuha,Wriothesley,Kaeya,Xingqiu,2023-10-18 10:33:31+00:00
98a167ad77ef11eeb55f28c2dd2980ba,11,11-3,11-3-2,Zhongli,Arataki Itto,Albedo,Gorou,2023-10-18 10:34:46+00:00
98a167ad77ef11eeb55f28c2dd2980ba,12,12-1,12-1-1,Bennett,Xiangling,Kaedehara Kazuha,Zhongli,2023-10-19 13:03:49+00:00
98a167ad77ef11eeb55f28c2dd2980ba,12,12-1,12-1-2,Thoma,Wriothesley,Xingqiu,Baizhu,2023-10-19 13:04:48+00:00
98a167ad77ef11eeb55f28c2dd2980ba,12,12-2,12-2-1,Bennett,Xiangling,Kaeya,Wriothesley,2023-10-19 06:57:27+00:00
98a167ad77ef11eeb55f28c2dd2980ba,12,12-2,12-2-2,Kuki Shinobu,Xingqiu,Baizhu,Alhaitham,2023-10-19 06:58:58+00:00
98a167ad77ef11eeb55f28c2dd2980ba,12,12-3,12-3-1,Bennett,Xiangling,Kaeya,Wriothesley,2023-10-19 07:05:48+00:00
98a167ad77ef11eeb55f28c2dd2980ba,12,12-3,12-3-2,Kuki Shinobu,Xingqiu,Baizhu,Alhaitham,2023-10-19 07:09:37+00:00
98a167ae77ef11eeb0a728c2dd2980ba,11,11-1,11-1-1,Zhongli,Wanderer,Venti,,2023-10-22 02:57:30+00:00
98a167ae77ef11eeb0a728c2dd2980ba,11,11-1,11-1-2,Bennett,Xiangling,Kamisato Ayaka,,2023-10-22 02:58:25+00:00
98a167ae77ef11eeb0a728c2dd2980ba,11,11-2,11-2-1,Zhongli,Wanderer,Venti,,2023-10-22 02:59:03+00:00
98a167ae77ef11eeb0a728c2dd2980ba,11,11-2,11-2-2,Bennett,Xiangling,Kamisato Ayaka,,2023-10-22 03:00:16+00:00
98a167ae77ef11eeb0a728c2dd2980ba,11,11-3,11-3-1,Zhongli,Wanderer,Venti,,2023-10-22 03:01:34+00:00
98a167ae77ef11eeb0a728c2dd2980ba,11,11-3,11-3-2,Bennett,Xiangling,Kamisato Ayaka,,2023-10-22 03:02:54+00:00
98a167ae77ef11eeb0a728c2dd2980ba,12,12-1,12-1-1,Xingqiu,Yelan,Bennett,Xiangling,2023-10-22 03:34:09+00:00
98a167ae77ef11eeb0a728c2dd2980ba,12,12-1,12-1-2,Zhongli,Neuvillette,Ganyu,Kaedehara Kazuha,2023-10-22 03:35:41+00:00
98a167ae77ef11eeb0a728c2dd2980ba,12,12-2,12-2-1,Nahida,Xingqiu,Yelan,Kuki Shinobu,2023-10-22 03:15:25+00:00
98a167ae77ef11eeb0a728c2dd2980ba,12,12-2,12-2-2,Zhongli,Neuvillette,Kaedehara Kazuha,Lisa,2023-10-22 03:16:20+00:00
98a167ae77ef11eeb0a728c2dd2980ba,12,12-3,12-3-1,Nahida,Xingqiu,Yelan,Kuki Shinobu,2023-10-22 03:18:29+00:00
98a167ae77ef11eeb0a728c2dd2980ba,12,12-3,12-3-2,Zhongli,Neuvillette,Kaedehara Kazuha,Lisa,2023-10-22 03:19:46+00:00
98a167af77ef11ee9c7428c2dd2980ba,11,11-1,11-1-1,Neuvillette,,,,2023-10-16 16:33:00+00:00
98a167af77ef11ee9c7428c2dd2980ba,11,11-1,11-1-2,Xiangling,Tartaglia,Kaedehara Kazuha,Bennett,2023-10-16 16:33:30+00:00
98a167af77ef11ee9c7428c2dd2980ba,11,11-2,11-2-1,Neuvillette,,,,2023-10-16 16:34:06+00:00
98a167af77ef11ee9c7428c2dd2980ba,11,11-2,11-2-2,Xiangling,Tartaglia,Kaedehara Kazuha,Bennett,2023-10-16 16:34:46+00:00
98a167af77ef11ee9c7428c2dd2980ba,11,11-3,11-3-1,Neuvillette,,,,2023-10-16 16:37:34+00:00
98a167af77ef11ee9c7428c2dd2980ba,11,11-3,11-3-2,Xiangling,Tartaglia,Kaedehara Kazuha,Bennett,2023-10-16 16:38:19+00:00
98a167af77ef11ee9c7428c2dd2980ba,12,12-1,12-1-1,Ganyu,,,,2023-10-27 16:11:32+00:00
98a167af77ef11ee9c7428c2dd2980ba,12,12-1,12-1-2,Neuvillette,,,,2023-10-27 16:13:20+00:00
98a167af77ef11ee9c7428c2dd2980ba,12,12-2,12-2-1,Ganyu,,,,2023-10-25 16:26:16+00:00
98a167af77ef11ee9c7428c2dd2980ba,12,12-2,12-2-2,Neuvillette,,,,2023-10-25 16:28:02+00:00
98a167af77ef11ee9c7428c2dd2980ba,12,12-3,12-3-1,Yelan,Nahida,Xingqiu,Kuki Shinobu,2023-10-16 16:45:25+00:00
98a167af77ef11ee9c7428c2dd2980ba,12,12-3,12-3-2,Neuvillette,,,,2023-10-16 16:46:26+00:00
98a167b077ef11eeb40e28c2dd2980ba,11,11-1,11-1-1,Neuvillette,Kaedehara Kazuha,Mona,Layla,2023-10-17 01:55:57+00:00
98a167b077ef11eeb40e28c2dd2980ba,11,11-1,11-1-2,Kamisato Ayaka,Sucrose,Rosaria,Sangonomiya Kokomi,2023-10-17 01:56:44+00:00
98a167b077ef11eeb40e28c2dd2980ba,11,11-2,11-2-1,Neuvillette,Kaedehara Kazuha,Mona,Layla,2023-10-17 01:57:30+00:00
98a167b077ef11eeb40e28c2dd2980ba,11,11-2,11-2-2,Kamisato Ayaka,Sucrose,Rosaria,Sangonomiya Kokomi,2023-10-17 01:58:05+00:00
98a167b077ef11eeb40e28c2dd2980ba,11,11-3,11-3-1,Neuvillette,Kaedehara Kazuha,Mona,Layla,2023-10-17 01:59:11+00:00
98a167b077ef11eeb40e28c2dd2980ba,11,11-3,11-3-2,Kamisato Ayaka,Sucrose,Rosaria,Sangonomiya Kokomi,2023-10-17 02:00:21+00:00
98a167b077ef11eeb40e28c2dd2980ba,12,12-1,12-1-1,Alhaitham,Yelan,Nahida,Kuki Shinobu,2023-10-17 02:04:11+00:00
98a167b077ef11eeb40e28c2dd2980ba,12,12-1,12-1-2,Neuvillette,Kaedehara Kazuha,Mona,Layla,2023-10-17 02:05:30+00:00
98a167b077ef11eeb40e28c2dd2980ba,12,12-2,12-2-1,Alhaitham,Yelan,Nahida,Kuki Shinobu,2023-10-17 02:06:46+00:00
98a167b077ef11eeb40e28c2dd2980ba,12,12-2,12-2-2,Neuvillette,Kaedehara Kazuha,Mona,Layla,2023-10-17 02:07:45+00:00
98a167b077ef11eeb40e28c2dd2980ba,12,12-3,12-3-1,Alhaitham,Yelan,Nahida,Kuki Shinobu,2023-10-17 02:09:11+00:00
98a167b077ef11eeb40e28c2dd2980ba,12,12-3,12-3-2,Neuvillette,Kaedehara Kazuha,Mona,Layla,2023-10-17 02:10:22+00:00
98a167b177ef11eea34f28c2dd2980ba,11,11-1,11-1-1,Zhongli,Yae Miko,Xingqiu,Yelan,2023-10-17 15:14:07+00:00
98a167b177ef11eea34f28c2dd2980ba,11,11-1,11-1-2,Layla,Shenhe,Ganyu,Kaedehara Kazuha,2023-10-17 15:15:09+00:00
98a167b177ef11eea34f28c2dd2980ba,11,11-2,11-2-1,Zhongli,Yae Miko,Xingqiu,Yelan,2023-10-17 15:15:58+00:00
98a167b177ef11eea34f28c2dd2980ba,11,11-2,11-2-2,Layla,Shenhe,Ganyu,Kaedehara Kazuha,2023-10-17 15:17:17+00:00
98a167b177ef11eea34f28c2dd2980ba,11,11-3,11-3-1,Zhongli,Yae Miko,Xingqiu,Yelan,2023-10-17 15:21:24+00:00
98a167b177ef11eea34f28c2dd2980ba,11,11-3,11-3-2,Layla,Shenhe,Ganyu,Kaedehara Kazuha,2023-10-17 15:22:27+00:00
98a167b177ef11eea34f28c2dd2980ba,12,12-1,12-1-1,Alhaitham,Collei,Kuki Shinobu,Xingqiu,2023-10-17 15:24:16+00:00
98a167b177ef11eea34f28c2dd2980ba,12,12-1,12-1-2,Zhongli,Hu Tao,Kaedehara Kazuha,Yelan,2023-10-17 15:25:36+00:00
98a167b177ef11eea34f28c2dd2980ba,12,12-2,12-2-1,Alhaitham,Collei,Kuki Shinobu,Xingqiu,2023-10-17 15:27:38+00:00
98a167b177ef11eea34f28c2dd2980ba,12,12-2,12-2-2,Zhongli,Hu Tao,Kaedehara Kazuha,Yelan,2023-10-17 15:28:52+00:00
98a167b177ef11eea34f28c2dd2980ba,12,12-3,12-3-1,Alhaitham,Collei,Kuki Shinobu,Xingqiu,2023-10-17 15:29:47+00:00
98a167b177ef11eea34f28c2dd2980ba,12,12-3,12-3-2,Zhongli,Hu Tao,Kaedehara Kazuha,Yelan,2023-10-17 15:31:22+00:00
98a167b277ef11eeb7ed28c2dd2980ba,11,11-1,11-1-1,Kuki Shinobu,Nahida,Yaoyao,Xingqiu,2023-10-21 05:56:24+00:00
98a167b277ef11eeb7ed28c2dd2980ba,11,11-1,11-1-2,Fischl,Sangonomiya Kokomi,Xiangling,Sucrose,2023-10-21 05:57:40+00:00
98a167b277ef11eeb7ed28c2dd2980ba,11,11-2,11-2-1,Kuki Shinobu,Nahida,Yaoyao,Xingqiu,2023-10-21 05:58:59+00:00
98a167b277ef11eeb7ed28c2dd2980ba,11,11-2,11-2-2,Fischl,Sangonomiya Kokomi,Xiangling,Sucrose,2023-10-21 06:00:24+00:00
98a167b277ef11eeb7ed28c2dd2980ba,11,11-3,11-3-1,Kuki Shinobu,Nahida,Yaoyao,Xingqiu,2023-10-21 06:02:08+00:00
98a167b277ef11eeb7ed28c2dd2980ba,11,11-3,11-3-2,Fischl,Sangonomiya Kokomi,Xiangling,Sucrose,2023-10-21 06:03:23+00:00
98a167b277ef11eeb7ed28c2dd2980ba,12,12-1,12-1-1,Fischl,Sangonomiya Kokomi,Xiangling,Sucrose,2023-10-21 06:09:19+00:00
98a167b277ef11eeb7ed28c2dd2980ba,12,12-1,12-1-2,Nilou,Nahida,Yaoyao,Barbara,2023-10-21 06:11:04+00:00
98a167b277ef11eeb7ed28c2dd2980ba,12,12-2,12-2-1,Xiangling,Xingqiu,Rosaria,Bennett,2023-10-21 06:29:01+00:00
98a167b277ef11eeb7ed28c2dd2980ba,12,12-2,12-2-2,Nilou,Nahida,Collei,Sangonomiya Kokomi,2023-10-21 06:30:30+00:00
98a167b277ef11eeb7ed28c2dd2980ba,12,12-3,12-3-1,Xiangling,Xingqiu,Rosaria,Bennett,2023-10-21 06:50:30+00:00
98a167b277ef11eeb7ed28c2dd2980ba,12,12-3,12-3-2,Nilou,Nahida,Collei,Sangonomiya Kokomi,2023-10-21 06:52:26+00:00
98a167b377ef11ee9ad828c2dd2980ba,11,11-1,11-1-1,Kamisato Ayaka,Kaedehara Kazuha,Sangonomiya Kokomi,Shenhe,2023-10-16 15:27:22+00:00
98a167b377ef11ee9ad828c2dd2980ba,11,11-1,11-1-2,Hu Tao,Zhongli,Xingqiu,Yelan,2023-10-16 15:28:23+00:00
98a167b377ef11ee9ad828c2dd2980ba,11,11-2,11-2-1,Kamisato Ayaka,Kaedehara Kazuha,Sangonomiya Kokomi,Shenhe,2023-10-16 15:29:01+00:00
98a167b377ef11ee9ad828c2dd2980ba,11,11-2,11-2-2,Hu Tao,Zhongli,Xingqiu,Yelan,2023-10-16 15:30:30+00:00
98a167b377ef11ee9ad828c2dd2980ba,11,11-3,11-3-1,Kamisato Ayaka,Kaedehara Kazuha,Sangonomiya Kokomi,Shenhe,2023-10-16 15:31:18+00:00
98a167b377ef11ee9ad828c2dd2980ba,11,11-3,11-3-2,Hu Tao,Zhongli,Xingqiu,Yelan,2023-10-16 15:32:37+00:00
98a167b377ef11ee9ad828c2dd2980ba,12,12-1,12-1-1,Nilou,Nahida,Baizhu,Barbara,2023-10-16 15:34:07+00:00
98a167b377ef11ee9ad828c2dd2980ba,12,12-1,12-1-2,Hu Tao,Zhongli,Xingqiu,Yelan,2023-10-16 15:35:53+00:00
98a167b377ef11ee9ad828c2dd2980ba,12,12-2,12-2-1,Nilou,Nahida,Baizhu,Barbara,2023-10-16 15:37:37+00:00
98a167b377ef11ee9ad828c2dd2980ba,12,12-2,12-2-2,Hu Tao,Zhongli,Xingqiu,Yelan,2023-10-16 15:38:46+00:00
98a167b377ef11ee9ad828c2dd2980ba,12,12-3,12-3-1,Nilou,Nahida,Baizhu,Barbara,2023-10-16 15:39:47+00:00
98a167b377ef11ee9ad828c2dd2980ba,12,12-3,12-3-2,Hu Tao,Zhongli,Xingqiu,Yelan,2023-10-16 15:41:31+00:00
